tweet_id,favorites,retweets
670361874861563904,341,71
670374371102445568,780,291
670385711116361728,587,232
670403879788544000,455,171
670408998013820928,589,242
670411370698022913,2156,977
670417414769758208,593,346
670420569653809152,663,336
670421925039075328,1386,696
670427002554466305,542,175
670428280563085312,1468,684
670433248821026816,338,122
670434127938719744,1483,697
670435821946826752,1105,562
670442337873600512,681,207
670444955656130560,7056,2121
670449342516494336,1249,723
670452855871037440,574,222
670465786746662913,1024,598
670468609693655041,368,90
670474236058800128,1612,822
670668383499735048,11301,5449
670676092097810432,262,45
670679630144274432,787,313
670691627984359425,620,259
670704688707301377,798,399
670717338665226240,1287,538
670727704916926465,870,396
670733412878163972,1009,547
670755717859713024,471,121
670764103623966721,1136,457
670778058496974848,341,77
670780561024270336,816,309
670782429121134593,1669,849
670783437142401025,859,423
670786190031921152,631,216
670789397210615808,694,254
670792680469889025,878,295
670797304698376195,767,257
670803562457407488,356,93
670804601705242624,2076,1014
670807719151067136,1211,530
670811965569282048,1187,290
670815497391357952,3361,1678
670822709593571328,638,105
670823764196741120,815,203
670826280409919488,5869,4416
670832455012716544,774,237
670833812859932673,468,134
670838202509447168,1174,747
670840546554966016,624,211
670842764863651840,25797,9467
670995969505435648,1159,313
671109016219725825,1206,473
671115716440031232,1415,828
671122204919246848,3683,2724
671134062904504320,788,210
671138694582165504,983,437
671141549288370177,1229,700
671147085991960577,703,248
671151324042559489,707,165
671154572044468225,760,235
671159727754231808,394,89
671163268581498880,1743,1186
671166507850801152,916,384
671182547775299584,1176,375
671186162933985280,776,234
671347597085433856,1017,464
671355857343524864,500,119
671357843010908160,422,156
671362598324076544,1173,317
671390180817915904,1490,795
671485057807351808,795,250
671486386088865792,613,225
671488513339211776,1063,508
671497587707535361,966,477
671504605491109889,7416,3814
671511350426865664,1700,778
671518598289059840,995,312
671520732782923777,1472,577
671528761649688577,884,276
671533943490011136,1079,623
671536543010570240,1233,436
671538301157904385,971,430
671542985629241344,1148,608
671544874165002241,2100,1132
671547767500775424,1433,643
671550332464455680,957,226
671561002136281088,13528,7807
671729906628341761,8997,4711
671735591348891648,1516,809
671743150407421952,771,242
671744970634719232,1411,832
671763349865160704,1765,986
671768281401958400,1251,564
671789708968640512,7439,3765
671855973984772097,961,494
671866342182637568,1176,541
671874878652489728,1310,594
671879137494245376,1486,740
671882082306625538,3645,1481
671891728106971137,1397,604
671896809300709376,8903,4455
672068090318987265,1371,554
672082170312290304,989,394
672095186491711488,1043,393
672125275208069120,2525,1236
672139350159835138,1843,786
672160042234327040,912,390
672169685991993344,1062,399
672205392827572224,2383,1251
672222792075620352,820,229
672231046314901505,1932,1083
672239279297454080,936,343
672245253877968896,719,167
672248013293752320,1811,650
672254177670729728,1496,790
672256522047614977,2968,1683
672264251789176834,1197,374
672267570918129665,1571,659
672272411274932228,6796,3633
672466075045466113,1418,585
672475084225949696,1516,760
672481316919734272,743,131
672482722825261057,1198,654
672488522314567680,1168,477
672523490734551040,681,188
672538107540070400,1075,400
672591271085670400,769,203
672591762242805761,996,362
672594978741354496,1389,650
672604026190569472,1170,436
672609152938721280,1165,417
672614745925664768,1284,636
672622327801233409,1362,534
672640509974827008,1021,346
672828477930868736,1327,524
672834301050937345,1380,618
672877615439593473,1080,399
672884426393653248,1636,892
672898206762672129,929,454
672902681409806336,1432,542
672964561327235073,1498,691
672968025906282496,1385,593
672970152493887488,1007,384
672975131468300288,1784,1002
672980819271634944,1901,1066
672984142909456390,1313,586
672988786805112832,1024,310
672995267319328768,1006,323
672997845381865473,2067,779
673148804208660480,1798,685
673213039743795200,2378,919
673240798075449344,1493,785
673270968295534593,1115,396
673295268553605120,7942,3432
673317986296586240,913,288
673320132811366400,14282,8580
673342308415348736,1337,640
673343217010679808,1021,287
673345638550134785,2668,1399
673350198937153538,768,226
673352124999274496,1734,588
673355879178194945,1577,646
673359818736984064,1534,722
673363615379013632,1076,335
673576835670777856,1458,607
673580926094458881,868,291
673583129559498752,1251,399
673612854080196609,1670,789
673636718965334016,1180,399
673656262056419329,754,263
673662677122719744,1312,391
673680198160809984,1442,513
673686845050527744,1525,471
673688752737402881,1310,529
673689733134946305,1833,699
673697980713705472,4012,2129
673700254269775872,1513,623
673705679337693185,1319,433
673707060090052608,1164,427
673708611235921920,1128,314
673709992831262724,893,303
673711475735838725,1099,323
673715861853720576,3760,2271
673716320723169284,3257,831
673887867907739649,984,272
673906403526995968,3363,1780
673919437611909120,1235,392
673956914389192708,2067,1051
674008982932058114,1273,385
674014384960745472,1657,705
674019345211760640,1195,333
674024893172875264,1888,1341
674036086168010753,891,236
674038233588723717,1158,447
674042553264685056,763,140
674045139690631169,1496,700
674051556661161984,1540,524
674053186244734976,3525,1416
674063288070742018,6683,2410
674075285688614912,1034,312
674082852460433408,790,182
674255168825880576,1549,611
674262580978937856,1367,494
674265582246694913,1732,920
674269164442398721,943,250
674271431610523648,1663,790
674291837063053312,15629,6434
674307341513269249,12016,7546
674318007229923329,1489,564
674330906434379776,592,81
674372068062928900,903,338
674394782723014656,1585,623
674410619106390016,1269,513
674416750885273600,721,153
674422304705744896,1514,582
674436901579923456,1180,423
674447403907457024,1123,388
674468880899788800,6586,2240
674606911342424069,996,113
674632714662858753,1592,623
674638615994089473,1777,640
674644256330530816,1087,300
674646392044941312,1509,551
674664755118911488,978,274
674670581682434048,1713,710
674690135443775488,1218,505
674737130913071104,680,101
674739953134403584,1181,428
674742531037511680,517,54
674743008475090944,1484,598
674752233200820224,1563,508
674754018082705410,1446,485
674764817387900928,839,260
674767892831932416,1948,868
674774481756377088,1195,525
674781762103414784,2126,1322
674788554665512960,857,227
674790488185167872,1166,275
674793399141146624,2664,1207
674800520222154752,3187,938
674805413498527744,921,386
674999807681908736,2398,1218
675003128568291329,1645,511
675006312288268288,1033,247
675015141583413248,2873,1313
675047298674663426,1128,358
675109292475830276,2959,1239
675111688094527488,1022,276
675113801096802304,2086,862
675135153782571009,1374,535
675145476954566656,2272,988
675146535592706048,1275,343
675147105808306176,1008,268
675149409102012420,3990,1853
675153376133427200,6001,2700
675166823650848770,3856,1765
675334060156301312,2967,1411
675349384339542016,4195,2497
675354435921575936,34867,18762
675362609739206656,1121,255
675372240448454658,1812,554
675432746517426176,1609,621
675483430902214656,1965,1063
675489971617296384,1378,659
675497103322386432,3351,1426
675501075957489664,18295,6399
675517828909424640,1395,499
675522403582218240,1106,309
675531475945709568,1253,424
675534494439489536,1921,464
675706639471788032,685,104
675707330206547968,2126,760
675710890956750848,2017,912
675740360753160193,1238,382
675781562965868544,1726,525
675798442703122432,10963,3730
675820929667219457,1121,254
675822767435051008,1631,583
675845657354215424,2442,986
675849018447167488,1008,168
675853064436391936,2888,1438
675870721063669760,1754,625
675878199931371520,4471,1552
675888385639251968,2548,1055
675891555769696257,2270,960
675898130735476737,1749,643
676089483918516224,1409,475
676098748976615425,3228,1590
676101918813499392,2997,1270
676121918416756736,2301,1285
676146341966438401,2053,732
676191832485810177,2440,1131
676215927814406144,1853,651
676219687039057920,77990,33905
676237365392908289,1307,331
676263575653122048,2214,599
676430933382295552,1497,382
676440007570247681,1839,735
676470639084101634,12480,5148
676496375194980353,1614,593
676533798876651520,2005,611
676575501977128964,2773,1247
676582956622721024,1294,309
676588346097852417,2499,882
676590572941893632,988,140
676593408224403456,4901,2381
676603393314578432,1258,433
676606785097199616,2017,486
676613908052996102,1163,214
676617503762681856,3098,1092
676776431406465024,5336,2215
676811746707918848,1513,466
676819651066732545,1934,732
676821958043033607,24808,17326
676864501615042560,2251,791
676897532954456065,2403,807
676916996760600576,3189,1985
676936541936185344,13645,5438
676942428000112642,2233,849
676946864479084545,1826,420
676948236477857792,2323,968
676949632774234114,1390,443
676957860086095872,2364,899
676975532580409345,2975,1184
677187300187611136,2937,1020
677228873407442944,3792,1813
677269281705472000,2131,780
677301033169788928,1341,460
677314812125323265,1771,602
677328882937298944,3901,1669
677331501395156992,1172,263
677334615166730240,1461,325
677335745548390400,3293,1992
677530072887205888,1143,247
677547928504967168,7466,4018
677557565589463040,2638,1300
677565715327688705,1388,508
677573743309385728,2296,814
677644091929329666,2017,879
677662372920729601,2106,1086
677673981332312066,3588,1662
677687604918272002,2649,938
677698403548192770,1316,358
677700003327029250,3649,1598
677716515794329600,3284,1087
677895101218201600,5208,2356
677918531514703872,1453,455
677961670166224897,3661,1861
678021115718029313,14836,7065
678023323247357953,2072,436
678255464182861824,1701,413
678278586130948096,12385,6754
678334497360859136,1402,298
678341075375947776,1875,600
678380236862578688,2618,1003
678389028614488064,2006,465
678396796259975168,1714,467
678399652199309312,61751,30500
678410210315247616,4585,2043
678424312106393600,5857,2845
678446151570427904,4307,1761
678643457146150913,2225,481
678675843183484930,3105,1667
678708137298427904,6010,2715
678740035362037760,4052,1905
678755239630127104,7711,3697
678764513869611008,1758,534
678767140346941444,3821,1534
678774928607469569,3004,1028
678798276842360832,3761,1333
678800283649069056,2778,1003
678969228704284672,1777,521
678991772295516161,2519,1321
679001094530465792,3049,1367
679047485189439488,2437,770
679062614270468097,18510,9178
679111216690831360,6441,2854
679132435750195208,3219,1296
679148763231985668,2996,1147
679158373988876288,23305,9059
679405845277462528,2578,1347
679462823135686656,34464,21017
679475951516934144,2277,715
679503373272485890,3438,1658
679511351870550016,3658,1438
679527802031484928,2863,813
679530280114372609,5155,2313
679722016581222400,1790,532
679729593985699840,2339,924
679736210798047232,2274,905
679777920601223168,3351,1261
679828447187857408,39285,15616
679844490799091713,2566,874
679854723806179328,3114,1380
679862121895714818,2652,692
679872969355714560,2341,738
679877062409191424,2133,718
680055455951884288,18073,7958
680070545539371008,2784,977
680085611152338944,13828,9904
680100725817409536,3844,1530
680115823365742593,2935,1019
680130881361686529,2490,1063
680145970311643136,3910,1952
680161097740095489,2502,819
680176173301628928,4219,1744
680191257256136705,2320,569
680206703334408192,3073,1307
680221482581123072,1577,325
680440374763077632,1566,556
680473011644985345,2746,835
680494726643068929,1857,538
680497766108381184,4592,2140
680583894916304897,3904,1498
680609293079592961,2862,804
680798457301471234,3092,1169
680801747103793152,2566,915
680805554198020098,2338,744
680836378243002368,3730,1493
680889648562991104,1915,412
680913438424612864,2584,696
680934982542561280,2247,491
680940246314430465,3494,1199
680959110691590145,4935,2225
680970795137544192,2633,738
681193455364796417,4024,1664
681231109724700672,2593,535
681242418453299201,1619,613
681261549936340994,1574,306
681281657291280384,3481,1239
681297372102656000,3453,1075
681302363064414209,4290,2046
681320187870711809,2889,850
681339448655802368,10082,4541
681340665377193984,1779,310
681523177663676416,15554,6522
681579835668455424,3843,1466
681610798867845120,2080,526
681654059175129088,2871,1032
681679526984871937,1900,495
681694085539872773,13853,4517
681891461017812993,2668,941
681981167097122816,3005,1148
682003177596559360,3414,1708
682032003584274432,7136,2263
682047327939461121,3487,1078
682059653698686977,5382,1892
682088079302213632,19901,11112
682242692827447297,3525,1329
682259524040966145,4522,1365
682303737705140231,3345,1119
682389078323662849,1806,516
682393905736888321,2407,763
682406705142087680,8221,1986
682429480204398592,3721,1298
682638830361513985,2231,671
682662431982772225,3295,1195
682697186228989953,1419,397
682750546109968385,1647,487
682788441537560576,2672,1246
682808988178739200,1925,207
682962037429899265,40209,18737
683030066213818368,2345,815
683078886620553216,2150,627
683098815881154561,2336,728
683111407806746624,3689,1022
683142553609318400,3122,1160
683357973142474752,3194,1052
683391852557561860,8247,2663
683449695444799489,4232,1804
683462770029932544,2650,753
683481228088049664,2848,1106
683498322573824003,3429,1076
683515932363329536,7975,3247
683742671509258241,7080,3727
683773439333797890,3635,1515
683828599284170753,3017,1176
683834909291606017,2848,1247
683849932751646720,2852,1102
683852578183077888,2089,394
683857920510050305,4114,1249
684097758874210310,4460,1607
684122891630342144,2154,534
684147889187209216,3231,1672
684177701129875456,2190,755
684188786104872960,3779,1322
684195085588783105,2078,589
684200372118904832,2357,1153
684222868335505415,4177,1543
684225744407494656,1351,237
684241637099323392,8884,3681
684460069371654144,2148,620
684481074559381504,4197,1307
684538444857667585,2886,1075
684567543613382656,3273,1394
684588130326986752,4462,1577
684594889858887680,9736,3966
684800227459624960,2943,1106
684830982659280897,38097,24176
684880619965411328,2276,925
684902183876321280,2029,601
684914660081053696,3798,1640
684926975086034944,3802,542
684940049151070208,3485,1170
684959798585110529,7229,3511
684969860808454144,2485,434
685169283572338688,4450,1600
685198997565345792,2522,753
685268753634967552,3375,1348
685307451701334016,2238,491
685315239903100929,3627,1217
685321586178670592,2880,727
685325112850124800,10333,4473
685532292383666176,3299,1288
685547936038666240,35779,17521
685641971164143616,3181,869
685663452032069632,3521,1635
685667379192414208,2538,652
685681090388975616,2198,140
685906723014619143,8181,3255
685943807276412928,1780,685
685973236358713344,2292,605
686003207160610816,1979,720
686007916130873345,2684,468
686034024800862208,3382,1312
686035780142297088,1255,136
686050296934563840,2391,830
686286779679375361,4348,1862
686358356425093120,2378,765
686377065986265092,2404,633
686386521809772549,3518,988
686394059078897668,1908,761
686606069955735556,2046,602
686618349602762752,3998,1524
686683045143953408,3036,898
686730991906516992,4503,1336
686749460672679938,3767,1644
686760001961103360,3812,1539
686947101016735744,9325,3539
687096057537363968,2429,686
687102708889812993,2540,1106
687109925361856513,6301,2769
687124485711986689,2345,567
687127927494963200,5941,2551
687312378585812992,4721,2125
687317306314240000,21830,10253
687399393394311168,2058,698
687460506001633280,2211,608
687476254459715584,2154,611
687480748861947905,1739,279
687494652870668288,2078,648
687664829264453632,2099,570
687704180304273409,2636,942
687732144991551489,1917,737
687807801670897665,2597,787
687818504314159109,2725,1068
687826841265172480,2955,1269
687841446767013888,5941,2835
688064179421470721,1863,403
688116655151435777,3058,878
688179443353796608,2298,663
688211956440801280,2406,934
688385280030670848,10093,4963
688519176466644993,2493,814
688547210804498433,2827,779
688789766343622656,2396,737
688804835492233216,1033,223
688828561667567616,1485,418
688894073864884227,2423,785
688898160958271489,2278,880
688908934925697024,2285,865
688916208532455424,2961,971
689143371370250240,2200,577
689154315265683456,3319,1116
689255633275777024,2782,1201
689275259254616065,1256,280
689280876073582592,2172,807
689283819090870273,3575,1235
689289219123089408,2442,1044
689517482558820352,3685,1596
689557536375177216,2238,513
689599056876867584,12636,6171
689623661272240129,2429,735
689659372465688576,11268,4347
689661964914655233,3462,1032
689835978131935233,2341,842
689877686181715968,3271,1326
689905486972461056,2625,776
689977555533848577,1478,495
689993469801164801,1595,511
689999384604450816,1544,418
690005060500217858,3965,1881
690015576308211712,2711,821
690021994562220032,3028,1163
690248561355657216,1820,465
690348396616552449,1624,566
690360449368465409,2889,998
690374419777196032,3521,967
690400367696297985,2020,505
690597161306841088,2134,673
690607260360429569,309,19
690649993829576704,1415,317
690690673629138944,2511,888
690728923253055490,2352,589
690735892932222976,4085,1431
690932576555528194,3562,1133
690938899477221376,4490,2222
690959652130045952,3873,1405
690989312272396288,6436,3228
691090071332753408,1845,382
691096613310316544,3215,1009
691321916024623104,2796,739
691416866452082688,21017,8559
691444869282295808,2863,943
691459709405118465,4405,1286
691483041324204033,2573,646
691675652215414786,2091,570
691756958957883396,3142,1149
691793053716221953,8824,4678
691820333922455552,4270,1837
692017291282812928,3101,1071
692041934689402880,3683,1413
692142790915014657,1772,435
692158366030913536,2334,893
692187005137076224,2728,915
692417313023332352,10154,3865
692423280028966913,1597,260
692530551048294401,1997,468
692535307825213440,3466,1512
692568918515392513,4690,1717
692752401762250755,7410,4067
692828166163931137,3113,986
692894228850999298,2482,901
692901601640583168,1944,675
692905862751522816,2646,987
692919143163629568,2893,829
693095443459342336,2029,517
693109034023534592,1865,687
693155686491000832,8558,3578
693231807727280129,3091,825
693262851218264065,2423,562
693267061318012928,2587,914
693280720173801472,3634,1389
693486665285931008,1915,688
693582294167244802,1788,288
693590843962331137,5503,2200
693622659251335168,1670,416
693629975228977152,2658,887
693642232151285760,2756,465
693644216740769793,1456,146
693647888581312512,2929,664
693942351086120961,1867,411
693993230313091072,2027,450
694001791655137281,3669,1163
694183373896572928,3196,1033
694206574471057408,4538,2275
694329668942569472,2177,557
694342028726001664,1704,547
694352839993344000,2211,691
694356675654983680,1634,323
694669722378485760,25806,13339
694905863685980160,3000,1042
694925794720792577,2923,1023
695051054296211456,2885,879
695064344191721472,1746,674
695074328191332352,3076,1226
695095422348574720,2854,677
695314793360662529,3958,1649
695409464418041856,9335,3971
695446424020918272,4728,2005
695629776980148225,4954,2346
695767669421768709,2033,841
695794761660297217,3447,871
695816827381944320,3252,1306
696100768806522880,2105,741
696405997980676096,3487,1269
696488710901260288,2762,1152
696490539101908992,1321,167
696518437233913856,4227,1869
696713835009417216,2579,742
696744641916489729,2264,1064
696754882863349760,1593,393
696877980375769088,2654,792
696886256886657024,5240,1991
696894894812565505,2554,751
696900204696625153,3461,1145
697242256848379904,2718,739
697255105972801536,3271,1300
697259378236399616,3573,1119
697270446429966336,5061,2069
697463031882764288,3700,1539
697482927769255936,2623,758
697516214579523584,2250,1265
697575480820686848,2221,565
697596423848730625,3269,1408
697616773278015490,3424,1128
697630435728322560,1889,602
697881462549430272,3268,1320
697943111201378304,2603,767
697990423684476929,3562,1437
697995514407682048,1644,367
698178924120031232,3053,818
698195409219559425,18194,6652
698262614669991936,5141,2246
698342080612007937,2457,1060
698355670425473025,2013,505
698549713696649216,2505,694
698635131305795584,1381,378
698703483621523456,1579,422
698710712454139905,2680,766
698907974262222848,2752,691
698953797952008193,2929,1004
698989035503689728,3673,1095
699036661657767936,2827,1327
699060279947165696,4114,2029
699072405256409088,3248,1308
699079609774645248,2641,730
699088579889332224,2421,706
699323444782047232,3420,971
699370870310113280,2038,491
699413908797464576,2231,685
699423671849451520,1487,375
699434518667751424,2362,570
699446877801091073,6432,2907
699691744225525762,11124,5113
699775878809702401,2118,678
699779630832685056,3002,1382
699788877217865730,2439,549
699801817392291840,3305,1078
700002074055016451,3588,1508
700029284593901568,2242,648
700062718104104960,2854,773
700143752053182464,8175,3081
700151421916807169,2427,740
700167517596164096,2870,827
700462010979500032,4491,2012
700505138482569216,2460,639
700518061187723268,2852,899
700747788515020802,24835,10488
700796979434098688,2646,1071
700847567345688576,2622,555
700864154249383937,2800,681
700890391244103680,2405,645
701214700881756160,13311,5729
701545186879471618,2871,673
701570477911896070,3047,1044
701601587219795968,2260,517
701805642395348998,3710,1878
701889187134500865,3862,1538
701952816642965504,4117,1133
701981390485725185,3711,1095
702217446468493312,5208,1496
702276748847800320,2678,849
702321140488925184,3568,1146
702332542343577600,3464,1725
702539513671897089,3100,1077
702598099714314240,11207,3662
702671118226825216,2372,626
702684942141153280,3489,1201
702899151802126337,1752,501
702932127499816960,2795,809
703041949650034688,28654,13975
703079050210877440,7983,3438
703268521220972544,2127,615
703356393781329922,2058,427
703382836347330562,3796,1273
703407252292673536,2660,773
703425003149250560,4122,1540
703611486317502464,4183,1691
703631701117943808,2814,762
703769065844768768,3574,1258
703774238772166656,1997,518
704054845121142784,3170,1016
704113298707505153,2009,625
704134088924532736,1637,516
704347321748819968,1704,388
704364645503647744,8705,3953
704480331685040129,3679,1184
704491224099647488,829,97
704499785726889984,3178,1112
704761120771465216,7183,3224
704819833553219584,2864,1123
704847917308362754,5533,1707
704859558691414016,2435,605
704871453724954624,4562,1239
705066031337840642,2346,674
705102439679201280,2323,577
705223444686888960,2790,889
705239209544720384,3242,839
705428427625635840,4132,1907
705442520700944385,4815,1835
705475953783398401,3202,1032
705591895322394625,3433,1291
705786532653883392,2101,589
705898680587526145,2563,632
705970349788291072,3399,999
705975130514706432,3357,828
706153300320784384,1614,428
706166467411222528,5557,1793
706169069255446529,4235,2477
706265994973601792,2938,1018
706291001778950144,1835,516
706310011488698368,23207,8896
706346369204748288,3726,1028
706516534877929472,3360,1143
706538006853918722,3732,1568
706593038911545345,2331,707
706644897839910912,2787,1217
706681918348251136,3584,1082
706901761596989440,2239,672
706904523814649856,15759,8722
707014260413456384,2480,658
707021089608753152,4390,1528
707038192327901184,2375,893
707059547140169728,2766,750
707297311098011648,2981,895
707315916783140866,2666,718
707377100785885184,3555,1197
707387676719185920,3795,1470
707411934438625280,2457,668
707420581654872064,2462,776
707610948723478529,18361,7144
707629649552134146,2797,981
707693576495472641,3709,1111
707738799544082433,4437,2749
707741517457260545,2685,687
707776935007539200,3538,1062
707969809498152960,2914,1080
707983188426153984,51,2
707995814724026368,3348,1257
708026248782585858,4723,2144
708109389455101952,2094,603
708119489313951744,2898,1089
708130923141795840,3654,932
708149363256774660,4598,1709
708349470027751425,2525,824
708356463048204288,3897,1505
708400866336894977,17312,11195
708469915515297792,3316,914
708479650088034305,2732,756
708711088997666817,2752,815
708738143638450176,2956,904
708810915978854401,17832,7739
708834316713893888,1832,559
708845821941387268,3195,996
708853462201716736,1925,732
709042156699303936,5143,1836
709158332880297985,2205,464
709179584944730112,2187,753
709198395643068416,2603,710
709207347839836162,13599,6485
709225125749587968,2584,639
709409458133323776,2824,774
709449600415961088,2394,657
709519240576036864,1600,272
709556954897764353,3543,1188
709566166965075968,3811,1353
709852847387627521,3777,1321
709901256215666688,726,110
709918798883774466,3212,1200
710117014656950272,5940,2210
710140971284037632,2983,988
710153181850935296,3124,992
710269109699739648,2580,1240
710272297844797440,4878,1403
710283270106132480,2285,573
710296729921429505,2542,821
710588934686908417,4913,2083
710609963652087808,5172,2597
710658690886586372,2492,628
710833117892898816,2904,599
710844581445812225,2746,768
710997087345876993,4910,1545
711008018775851008,3233,698
711306686208872448,3558,808
711363825979756544,3948,1272
711652651650457602,4175,1026
711694788429553666,35464,20249
711732680602345472,9644,4579
711743778164514816,3063,1093
711968124745228288,8683,2567
711998809858043904,0,138
712065007010385924,2427,696
712085617388212225,3487,548
712092745624633345,3174,1005
712097430750289920,4095,1161
712309440758808576,267,26
712438159032893441,5738,1732
712668654853337088,4488,1351
712717840512598017,13331,5530
712809025985978368,20117,7488
713175907180089344,4807,1609
713177543487135744,7769,3141
713411074226274305,4740,1427
713761197720473600,5246,1530
713900603437621249,3033,824
713909862279876608,2048,605
713919462244790272,3512,859
714141408463036416,4626,1548
714214115368108032,2448,976
714251586676113411,3524,934
714258258790387713,3242,798
714485234495041536,2926,1292
714606013974974464,3895,1027
714631576617938945,3515,1111
714957620017307648,4451,1572
714962719905021952,7938,4759
714982300363173890,4043,1148
715009755312439296,4495,1380
715200624753819648,5515,2084
715220193576927233,2594,730
715342466308784130,3255,760
715360349751484417,5890,1746
715680795826982913,4665,1795
715696743237730304,4206,1435
715704790270025728,3020,627
715733265223708672,5034,1893
715758151270801409,4033,1578
715928423106027520,3448,977
716080869887381504,5260,1926
716285507865542656,3001,1208
